"Nombre","Plataforma","Año","Genero","Editorial","Ventas NA","Ventas EU","Ventas JP","Ventas Otros","Ventas Global","CALIFICACIÓN DEL PUBLICO"
"Don Bradman Cricket 14","PS3","2014","Sports","Tru Blu Entertainment","0","0.02","0","0","0.02","Malo"
"The Awakened Fate Ultimatum","PS3","2014","Role-Playing","Nippon Ichi Software","0","0","0.02","0","0.02","Excelente"
"Cabela's Big Game Hunter: Pro Hunts","WiiU","2014","Shooter","Activision","0.02","0","0","0","0.02","Malo"
"Invizimals: The Resistance","PSV","2014","Role-Playing","Sony Computer Entertainment","0","0.02","0","0","0.02","Aceptable"
"Gakuen K: Wonderful School Days","PSP","2014","Adventure","Idea Factory","0","0","0.02","0","0.02","Aceptable"
"CV Casting Voice","PS3","2014","Adventure","Namco Bandai Games","0","0","0.02","0","0.02","Bueno"
"Tenkai Knights: Brave Battle","3DS","2014","Action","Namco Bandai Games","0.01","0.01","0","0","0.02","Bueno"
"Winx Club: Saving Alfea","DS","2014","Action","Namco Bandai Games","0.02","0","0","0","0.02","Aceptable"
"Kamen Rider: Battride War II","WiiU","2014","Action","Namco Bandai Games","0","0","0.02","0","0.02","Aceptable"
"Bakumatsu Rock: Ultra Soul","PSV","2014","Misc","Marvelous Interactive","0","0","0.02","0","0.02","Excelente"
"MotoGP 14","PSV","2014","Racing","Milestone S.r.l.","0","0.01","0","0","0.02","Excelente"
"Lara Croft and the Temple of Osiris","PC","2014","Action","Square Enix","0","0.02","0","0","0.02","Malo"
"Grisaia no Rakuen: Le Eden de la Grisaia","PSV","2014","Adventure","Prototype","0","0","0.02","0","0.02","Bueno"
"Tour de France 2014","PS3","2014","Sports","Focus Home Interactive","0","0.02","0","0","0.02","Malo"
"Rabbids Invasion: The Interactive TV Show","PS4","2014","Misc","Ubisoft","0","0.01","0","0","0.02","Malo"
"Robotics;Notes","PSV","2014","Adventure","5pb","0","0","0.02","0","0.02","Malo"
"Divinity: Original Sin","PC","2014","Role-Playing","Focus Home Interactive","0","0.02","0","0","0.02","Aceptable"
"Puyo Puyo Tetris","WiiU","2014","Puzzle","Sega","0","0","0.02","0","0.02","Aceptable"
"Phoenix Wright: Ace Attorney Trilogy","3DS","2014","Adventure","Capcom","0","0","0.02","0","0.02","Malo"
"Dream C Club: GoGo","PS3","2014","Adventure","D3Publisher","0","0","0.02","0","0.02","Malo"
"Kadenz fermata//Akkord:fortissimo","PSV","2014","Adventure","5pb","0","0","0.02","0","0.02","Excelente"
"Gaist Crusher God","3DS","2014","Action","Capcom","0","0","0.02","0","0.02","Aceptable"
"Kiss Bell","PSV","2014","Adventure","Giga","0","0","0.02","0","0.02","Aceptable"
"Adventure Time: The Secret of the Nameless","3DS","2014","Adventure","Little Orbit","0.01","0","0","0","0.02","Aceptable"
"Pillars of Eternity","PC","2014","Role-Playing","Paradox Interactive","0","0.01","0","0","0.02","Bueno"
"Grisaia no Meikyuu: Le Labyrinthe de la Grisaia","PSV","2014","Adventure","Prototype","0","0","0.02","0","0.02","Bueno"
"Farming Simulator 2014","PSV","2014","Simulation","Focus Home Interactive","0.01","0","0","0","0.02","Malo"
"TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1","PS3","2015","Action","Namco Bandai Games","0","0","0.02","0","0.02","Aceptable"
"TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6","PS3","2015","Adventure","Namco Bandai Games","0","0","0.02","0","0.02","Malo"
"Blade Arcus from Shining EX","PS4","2015","Fighting","Sega","0","0","0.02","0","0.02","Aceptable"
"Cross Ange: Tenshi to Ryuu no Rondo tr.","PSV","2015","Action","Namco Bandai Games","0","0","0.02","0","0.02","Malo"
"Winning Post 8 2015","PSV","2015","Action","Tecmo Koei","0","0","0.02","0","0.02","Malo"
"Thomas and Friends: Steaming around Sodor","3DS","2015","Action","Avanquest Software","0","0.02","0","0","0.02","Malo"
"Ride","X360","2015","Racing","Milestone S.r.l.","0","0.02","0","0","0.02","Aceptable"
"Rugby League Live 3","PS4","2015","Action","Tru Blu Entertainment","0","0.02","0","0","0.02","Malo"
"Blade Arcus from Shining EX","PS3","2015","Fighting","Sega","0","0","0.02","0","0.02","Malo"
"To Love-Ru Trouble: Darkness - True Princess","PSV","2015","Action","FuRyu","0","0","0.02","0","0.02","Malo"
"Rugby World Cup 2015","XOne","2015","Sports","Ubisoft","0","0.02","0","0","0.02","Malo"
"Winning Post 8 2015","PS3","2015","Action","Tecmo Koei","0","0","0.02","0","0.02","Excelente"
"Ukiyo no Roushi","PSV","2015","Action","Unknown","0","0","0.02","0","0.02","Malo"
"Kung Fu Panda: Showdown of Legendary Legends","PS3","2015","Action","Little Orbit","0","0.02","0","0","0.02","Excelente"
"Diabolik Lovers: More Blood","PSV","2015","Adventure","Idea Factory","0","0","0.02","0","0.02","Bueno"
"Final Fantasy XIV: Heavensward","PS3","2015","Action","Square Enix","0.01","0","0.01","0","0.02","Bueno"
"Rugby League Team Manager 2015","PC","2015","Action","Alternative Software","0","0.02","0","0","0.02","Malo"
"Kung Fu Panda: Showdown of Legendary Legends","3DS","2015","Action","Little Orbit","0","0.02","0","0","0.02","Bueno"
"Hakuoki: Shinkai - Furi no Shou","PSV","2015","Action","Idea Factory","0","0","0.02","0","0.02","Malo"
"TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7","PS3","2015","Misc","Namco Bandai Games","0","0","0.02","0","0.02","Bueno"
"Net High","PSV","2015","Adventure","Marvelous Games","0","0","0.02","0","0.02","Bueno"
"Downtown Nekketsu Jidaigek","3DS","2015","Action","Arc System Works","0","0","0.02","0","0.02","Malo"
"Legend of Kay Anniversary","PS4","2015","Action","Nordic Games","0","0.02","0","0","0.02","Aceptable"
"Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version","PSV","2015","Strategy","Tecmo Koei","0","0","0.02","0","0.02","Bueno"
"Angelique Retour","PSV","2015","Action","Tecmo Koei","0","0","0.02","0","0.02","Malo"
"TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5","PS3","2015","Action","Namco Bandai Games","0","0","0.02","0","0.02","Malo"
"Date-A-Live Twin Edition: Rio Reincarnation","PSV","2015","Action","Compile Heart","0","0","0.02","0","0.02","Malo"
"Natsuiro High School: Seishun Hakusho","PS4","2015","Action","D3Publisher","0","0","0.02","0","0.02","Aceptable"
"Dynasty Warriors 8: Empires","PSV","2015","Action","Tecmo Koei","0","0","0.02","0","0.02","Bueno"
"Devil Survivor: Over Clock","3DS","2015","Strategy","Atlus","0","0","0.02","0","0.02","Bueno"
"Otoko Yukaku","PSV","2015","Action","D3Publisher","0","0","0.02","0","0.02","Excelente"
"Spirits and Demons: 5 Game Pack","PC","2015","Misc","Focus Multimedia","0","0.02","0","0","0.02","Aceptable"
"Natsuiro High School: Seishun Hakusho","PS3","2015","Action","D3Publisher","0","0","0.02","0","0.02","Aceptable"
"The Talos Principle","PS4","2015","Puzzle","Devolver Digital","0","0.02","0","0","0.02","Excelente"
"Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi","PSV","2015","Adventure","dramatic create","0","0","0.02","0","0.02","Bueno"
"Amatsumi Sora ni! Kumo no Hatate ni","PSV","2015","Adventure","Prototype","0","0","0.02","0","0.02","Bueno"
"Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special","PS3","2015","Action","Arc System Works","0","0","0.02","0","0.02","Bueno"
"Lovely x Cation 1 & 2","PSV","2015","Action","5pb","0","0","0.02","0","0.02","Malo"
"New Atelier Rorona: Hajimari no Monogatari","3DS","2015","Action","Tecmo Koei","0","0","0.02","0","0.02","Malo"
"The Crew: Wild Run","PC","2015","Action","Ubisoft","0","0.02","0","0","0.02","Malo"
"7 Roses: A Darkness Rises","PC","2015","Misc","Avanquest Software","0","0.02","0","0","0.02","Aceptable"
"Niko Puchi Girls Runway","3DS","2015","Misc","Happinet","0","0","0.02","0","0.02","Excelente"
"The Crew: Wild Run","XOne","2015","Action","Ubisoft","0","0.02","0","0","0.02","Aceptable"
"Final Fantasy XIV: Heavensward","PC","2015","Action","Square Enix","0.01","0.01","0","0","0.02","Malo"
"TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2","PS3","2015","Action","Namco Bandai Games","0","0","0.02","0","0.02","Aceptable"
"Prince of Stride","PSV","2015","Adventure","Kadokawa Games","0","0","0.02","0","0.02","Excelente"
"Back to the Future: The Game","XOne","2015","Adventure","Telltale Games","0","0.02","0","0","0.02","Aceptable"
"TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3","PS3","2015","Action","Namco Bandai Games","0","0","0.02","0","0.02","Aceptable"
"MX vs. ATV Supercross Encore","XOne","2015","Sports","Nordic Games","0.02","0","0","0","0.02","Aceptable"
"TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4","PS3","2015","Action","Namco Bandai Games","0","0","0.02","0","0.02","Bueno"
"Abunai: Koi no Sousa Shitsu","PSV","2015","Action","Asgard","0","0","0.02","0","0.02","Malo"
"Clock Zero: Shuuen no Ichibyou - ExTime","PSV","2015","Action","Idea Factory","0","0","0.02","0","0.02","Aceptable"
"Root Infinity Rexx","PSV","2015","Adventure","Idea Factory","0","0","0.02","0","0.02","Aceptable"
"Reine des Fleurs","PSV","2015","Action","Idea Factory","0","0","0.02","0","0.02","Bueno"
"Kaleidoeve","PSV","2015","Adventure","HuneX","0","0","0.02","0","0.02","Aceptable"
"NHL 16","X360","2015","Sports","Electronic Arts","0","0.02","0","0","0.02","Bueno"
"WRC 5: FIA World Rally Championship","X360","2015","Sports","Bigben Interactive","0","0.02","0","0","0.02","Bueno"
"Psychedelica of the Black Butterfly","PSV","2015","Action","Idea Factory","0","0","0.02","0","0.02","Malo"
"The Sims 4: Luxury Party Stuff","PC","2015","Simulation","Electronic Arts","0","0.01","0","0","0.02","Malo"
"Saenai Kanojo no Sodatekata: Blessing Flowers","PSV","2015","Action","5pb","0","0","0.02","0","0.02","Aceptable"
"Professional Farmer 2016","PS4","2015","Action","Namco Bandai Games","0","0.01","0","0","0.02","Bueno"
"Harukanaru Toki no Naka de 6","PSP","2015","Action","Tecmo Koei","0","0","0.02","0","0.02","Excelente"
"I Doll U","PSV","2015","Adventure","Idea Factory","0","0","0.02","0","0.02","Aceptable"
"Barbie and Her Sisters Puppy Rescue","PS3","2015","Action","Namco Bandai Games","0","0.01","0","0","0.02","Excelente"
"Girl Friend Beta: Kimi to Sugosu Natsuyasumi","PSV","2015","Action","Namco Bandai Games","0","0","0.02","0","0.02","Malo"
"Sid Meier's Civilization Revolution 2+","PSV","2015","Strategy","Take-Two Interactive","0","0","0.02","0","0.02","Aceptable"
"Meiji Toukyou Renka: Twilight Kiss","PSP","2015","Action","Broccoli","0","0","0.02","0","0.02","Malo"
"Xblaze: Lost Memories","PS3","2015","Adventure","Arc System Works","0.01","0","0","0","0.02","Malo"
"Yuusha Shisu.","PSV","2016","Role-Playing","Nippon Ichi Software","0","0","0.02","0","0.02","Aceptable"
"Ghostbusters (2016)","XOne","2016","Action","Activision","0.02","0","0","0","0.02","Bueno"
"Naruto Shippuden: Ultimate Ninja Storm Collection","PS3","2016","Action","Namco Bandai Games","0","0.02","0","0","0.02","Excelente"
"Bus Simulator 16","PC","2016","Simulation","Astragon","0","0.02","0","0","0.02","Aceptable"
"Teddy Together","3DS","2016","Simulation","Nintendo","0","0.02","0","0","0.02","Malo"
"Rugby Challenge 3","X360","2016","Sports","Alternative Software","0","0.02","0","0","0.02","Bueno"
"Kenka Bancho Otome","PSV","2016","Action","Screenlife","0","0","0.02","0","0.02","Malo"
"TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9","PS3","2016","Misc","Namco Bandai Games","0","0","0.02","0","0.02","Aceptable"
"Tokyo Xanadu eX+","PS4","2016","Role-Playing","Nihon Falcom Corporation","0","0","0.02","0","0.02","Aceptable"
"NASCAR Heat Evolution","XOne","2016","Racing","Dusenberry Martin Racing","0.02","0","0","0","0.02","Excelente"
"La Corda d'Oro 4","PSV","2016","Action","Tecmo Koei","0","0","0.02","0","0.02","Malo"
"Prison Architect","PS4","2016","Action","Introversion Software","0.01","0.01","0","0","0.02","Excelente"
"Genkai Tokki: Seven Pirates","PSV","2016","Role-Playing","Compile Heart","0","0","0.02","0","0.02","Aceptable"
"Rocket League","PC","2016","Sports","505 Games","0.01","0.01","0","0","0.02","Aceptable"
"Aegis of Earth: Protonovus Assault","PS4","2016","Action","PQube","0.02","0","0","0","0.02","Aceptable"
"Sengoku Otome: Legend Battle","PSV","2016","Action","Unknown","0","0","0.02","0","0.02","Malo"
"Valentino Rossi: The Game","XOne","2016","Racing","Namco Bandai Games","0","0.02","0","0","0.02","Malo"
"Hyakka Hyakurou: Sengoku Ninpoujou","PSV","2016","Adventure","D3Publisher","0","0","0.02","0","0.02","Bueno"
"Gochuumon wa Usagi Desu ka?? Wonderful Party!","PSV","2016","Adventure","5pb","0","0","0.02","0","0.02","Bueno"
"F1 2016 (Codemasters)","PC","2016","Racing","Codemasters","0","0.02","0","0","0.02","Bueno"
"Dead Rising","PS4","2016","Action","Capcom","0.01","0","0","0","0.02","Bueno"
"Homefront: The Revolution","PC","2016","Shooter","Deep Silver","0","0.02","0","0","0.02","Malo"
"The Technomancer","XOne","2016","Role-Playing","Focus Home Interactive","0.01","0.01","0","0","0.02","Bueno"
"The Legend of Heroes: Trails in the Sky Third Chapter","PSV","2016","Role-Playing","Nihon Falcom Corporation","0","0","0.02","0","0.02","Aceptable"
"Anima - Gate of Memories","PS4","2016","Action","Avanquest","0","0.02","0","0","0.02","Bueno"
"Psycho-Pass: Mandatory Happiness","PSV","2016","Adventure","Nippon Ichi Software","0","0.01","0.01","0","0.02","Aceptable"
"Resident Evil: Umbrella Corps","PS4","2016","Action","Capcom","0","0","0.02","0","0.02","Malo"
"Deus Ex: Mankind Divided","PC","2016","Role-Playing","Square Enix","0","0.02","0","0","0.02","Bueno"
"RollerCoaster Tycoon World","PC","2016","Simulation","Atari","0","0.02","0","0","0.02","Excelente"
"Resident Evil Zero","PC","2016","Action","Capcom","0.01","0.01","0","0","0.02","Aceptable"
"Dino Dini's Kick Off Revival","PS4","2016","Sports","Avanquest","0","0.02","0","0","0.02","Excelente"
"Mighty No. 9","WiiU","2016","Platform","Deep Silver","0.01","0.01","0","0","0.02","Aceptable"
"Agatha Christie: The ABC Murders","PC","2016","Adventure","Microids","0","0.02","0","0","0.02","Bueno"
"Black Rose Valkyrie","PS4","2016","Role-Playing","Idea Factory","0","0","0.02","0","0.02","Malo"
"Agatha Christie's The ABC Murders","PS4","2016","Adventure","Microids","0.01","0.01","0","0","0.02","Aceptable"
"Rose to Tasogare no Kojou","PSV","2016","Action","Nippon Ichi Software","0","0","0.02","0","0.02","Bueno"
"Sengoku Basara: Sanada Yukimura-Den","PS3","2016","Action","Capcom","0","0","0.02","0","0.02","Bueno"
"Hakuoki: Shinkai - Hana no Shou","PSV","2016","Adventure","Idea Factory","0","0","0.02","0","0.02","Malo"
"TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8","PS3","2016","Misc","Namco Bandai Games","0","0","0.02","0","0.02","Aceptable"
"Call of Duty: Modern Warfare Trilogy","PS3","2016","Shooter","Activision","0","0.01","0","0","0.02","Aceptable"
"Toukiden 2","PS3","2016","Action","Tecmo Koei","0","0","0.02","0","0.02","Aceptable"
"Song of the Deep","PC","2016","Action","Insomniac Games","0.02","0","0","0","0.02","Bueno"
"Winning Post 8 2016","PS4","2016","Simulation","Tecmo Koei","0","0","0.02","0","0.02","Malo"
"This War of Mine","PS4","2016","Action","Deep Silver","0","0.01","0","0","0.02","Bueno"
"Nil Admirari no Tenbin: Teito Genwaku Toukidan","PSV","2016","Adventure","Idea Factory","0","0","0.02","0","0.02","Aceptable"
"Arslan: The Warriors of Legend","XOne","2016","Action","Tecmo Koei","0.01","0","0","0","0.02","Aceptable"
"Revolution: 25th Anniversary Collection","PC","2016","Adventure","Koch Media","0","0.02","0","0","0.02","Malo"
"Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.","PSV","2016","Adventure","N/A","0","0","0.02","0","0.02","Aceptable"
"XCOM 2","XOne","2016","Strategy","Take-Two Interactive","0.01","0.01","0","0","0.02","Malo"
"Call of Duty: Modern Warfare Trilogy","X360","2016","Shooter","Activision","0.01","0.01","0","0","0.02","Malo"
"Assault Suit Leynos","PS4","2016","Shooter","Rising Star Games","0.01","0","0","0","0.02","Malo"
"Taishou Moebius Line Vitable","PSV","2016","Adventure","dramatic create","0","0","0.02","0","0.02","Aceptable"
"MuvLuv Double Pack","PSV","2016","Adventure","5pb","0","0","0.02","0","0.02","Excelente"
"Koihime Enbu","PS4","2016","Fighting","Yeti","0","0","0.02","0","0.02","Aceptable"
"Worms: WMD","PS4","2016","Action","Sold Out","0.01","0.01","0","0","0.02","Malo"
"Storm Lover 2nd V","PSV","2016","Adventure","D3Publisher","0","0","0.02","0","0.02","Bueno"
"Touhou Genso Rondo: Bullet Ballet","PS4","2016","Shooter","Nippon Ichi Software","0.01","0","0","0","0.02","Aceptable"
"Empire Deluxe","PC","1992","Strategy","New World Computing","0.01","0","0","0","0.01","Malo"
"Rock N' Roll Racing","SNES","1993","Racing","Interplay","0","0","0.01","0","0.01","Malo"
"Mortal Kombat","PC","1994","Fighting","Acclaim Entertainment","0.01","0","0","0","0.01","Malo"
"Psychic Detective","PS","1995","Adventure","Electronic Arts","0.01","0","0","0","0.01","Bueno"
"Victory Spike","PS","1996","Sports","Imagineer","0","0","0.01","0","0.01","Excelente"
"Meru Purana","PS","1996","Strategy","Gust","0","0","0.01","0","0.01","Bueno"
"Grand Prix Legends","PC","1997","Racing","Vivendi Games","0","0.01","0","0","0.01","Bueno"
"Worms 2","PC","1997","Strategy","Microprose","0","0.01","0","0","0.01","Aceptable"
"Vanark","PS","1999","Shooter","Jaleco","0.01","0.01","0","0","0.01","Aceptable"
"K-1 Grand Prix","PS","1999","Fighting","Jaleco","0.01","0.01","0","0","0.01","Malo"
"Legoland","PC","1999","Action","LEGO Media","0","0.01","0","0","0.01","Aceptable"
"Builder's Block","PS","1999","Strategy","EON Digital Entertainment","0.01","0","0","0","0.01","Bueno"
"Samurai Shodown: Warrios Rage","PS","1999","Fighting","SNK","0.01","0","0","0","0.01","Malo"
"Carmageddon 64","N64","1999","Action","Virgin Interactive","0.01","0","0","0","0.01","Bueno"
"Deus Ex","PC","2000","Role-Playing","Eidos Interactive","0","0.01","0","0","0.01","Aceptable"
"Crossroad Crisis","PS","2000","Puzzle","Success","0.01","0","0","0","0.01","Aceptable"
"PGA European Tour","N64","2000","Sports","Infogrames","0.01","0","0","0","0.01","Bueno"
"IL-2 Sturmovik","PC","2001","Simulation","Blue Byte","0","0.01","0","0","0.01","Bueno"
"Kao the Kangaroo","GBA","2001","Platform","Titus","0.01","0","0","0","0.01","Excelente"
"Razor Freestyle Scooter","GBA","2001","Sports","Ubisoft","0.01","0","0","0","0.01","Excelente"
"E.T. The Extra-Terrestrial","GBA","2001","Action","NewKidCo","0.01","0","0","0","0.01","Bueno"
"Planet Monsters","GBA","2001","Action","Titus","0.01","0","0","0","0.01","Bueno"
"Unreal Tournament 2003","PC","2002","Shooter","Atari","0","0.01","0","0","0.01","Aceptable"
"Impossible Creatures","PC","2002","Strategy","Microsoft Game Studios","0","0.01","0","0","0.01","Excelente"
"Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system)","PS2","2002","Misc","Media Entertainment","0","0","0.01","0","0.01","Aceptable"
"Egg Mania: Eggstreme Madness","XB","2002","Puzzle","Kemco","0.01","0","0","0","0.01","Bueno"
"Road Trip: Shifting Gears","GBA","2002","Racing","Zoo Digital Publishing","0.01","0","0","0","0.01","Aceptable"
"Grand Theft Auto III","PC","2002","Action","Take-Two Interactive","0","0.01","0","0","0.01","Malo"
"Monster Rancher Advance 2","GBA","2002","Simulation","Tecmo Koei","0.01","0","0","0","0.01","Aceptable"
"WTA Tour Tennis","XB","2002","Sports","Konami Digital Entertainment","0.01","0","0","0","0.01","Malo"
"Harry Potter and the Chamber of Secrets","PC","2002","Action","Electronic Arts","0","0.01","0","0","0.01","Malo"
"Rave Master: Special Attack Force!","GBA","2002","Fighting","Konami Digital Entertainment","0.01","0","0","0","0.01","Bueno"
"Casper","GBA","2002","Adventure","Microids","0.01","0","0","0","0.01","Aceptable"
"Smuggler's Run","GBA","2002","Racing","Rebellion","0.01","0","0","0","0.01","Excelente"
"Moto Racer Advance","GBA","2002","Racing","Ubisoft","0.01","0","0","0","0.01","Excelente"
"RalliSport Challenge(JP sales)","XB","2002","Racing","Microsoft Game Studios","0","0","0.01","0","0.01","Malo"
"Command & Conquer Renegade","PC","2002","Shooter","Electronic Arts","0","0.01","0","0","0.01","Malo"
"Icewind Dale II","PC","2002","Role-Playing","Interplay","0","0.01","0","0","0.01","Bueno"
"Super Bubble Pop","XB","2002","Puzzle","Jaleco","0.01","0","0","0","0.01","Excelente"
"Darkened Skye","GC","2002","Adventure","TDK Mediactive","0.01","0","0","0","0.01","Aceptable"
"ESPN NBA 2Night 2002","XB","2002","Sports","Konami Digital Entertainment","0.01","0","0","0","0.01","Aceptable"
"Egg Mania: Eggstreme Madness","GC","2002","Puzzle","Kemco","0.01","0","0","0","0.01","Malo"
"Super Robot Taisen: Original Generation","GBA","2002","Role-Playing","Banpresto","0.01","0","0","0","0.01","Bueno"
"Mortal Kombat: Deadly Alliance","GBA","2002","Fighting","Midway Games","0.01","0","0","0","0.01","Aceptable"
"Woody Woodpecker in Crazy Castle 5","GBA","2002","Platform","Kemco","0.01","0","0","0","0.01","Excelente"
"Blackthorne","GBA","2003","Action","Activision","0.01","0","0","0","0.01","Bueno"
"Mortal Kombat: Tournament Edition","GBA","2003","Fighting","Midway Games","0.01","0","0","0","0.01","Bueno"
"Grooverider: Slot Car Thunder","XB","2003","Racing","Encore","0.01","0","0","0","0.01","Excelente"
"Furious Karting","XB","2003","Racing","Atari","0.01","0","0","0","0.01","Bueno"
"Freekstyle","GBA","2003","Racing","Zoo Digital Publishing","0.01","0","0","0","0.01","Excelente"
"Aquaman: Battle for Atlantis","GC","2003","Action","TDK Mediactive","0.01","0","0","0","0.01","Excelente"
"CT Special Forces 2: Back in the Trenches","GBA","2003","Shooter","LSP Games","0.01","0","0","0","0.01","Excelente"
"Army Men: Air Combat - The Elite Missions","GC","2003","Shooter","3DO","0.01","0","0","0","0.01","Bueno"
"Rally Championship","GC","2003","Racing","SCi","0.01","0","0","0","0.01","Bueno"
"Grooverider: Slot Car Thunder","GC","2003","Racing","Encore","0.01","0","0","0","0.01","Bueno"
"Dinotopia: The Sunstone Odyssey","XB","2003","Action","TDK Mediactive","0.01","0","0","0","0.01","Excelente"
"Crouching Tiger, Hidden Dragon","XB","2003","Action","Ubisoft","0.01","0","0","0","0.01","Malo"
"Legacy of Kain: Defiance","PC","2003","Action","Eidos Interactive","0","0.01","0","0","0.01","Excelente"
"Space Raiders","GC","2003","Shooter","Taito","0.01","0","0","0","0.01","Aceptable"
"Karnaaj Rally","GBA","2003","Racing","Jaleco","0.01","0","0","0","0.01","Malo"
"Bust-A-Move 3000","GC","2003","Puzzle","Ubisoft","0.01","0","0","0","0.01","Malo"
"Men in Black II: Alien Escape","GC","2003","Shooter","Infogrames","0.01","0","0","0","0.01","Bueno"
"Spirits & Spells","GBA","2003","Platform","Wanadoo","0.01","0","0","0","0.01","Excelente"
"Ten Pin Alley 2","GBA","2004","Sports","XS Games","0.01","0","0","0","0.01","Bueno"
"Puyo Pop Fever","GC","2004","Puzzle","Sega","0.01","0","0","0","0.01","Bueno"
"Football Manager 2005","PC","2004","Sports","Sega","0","0.01","0","0","0.01","Malo"
"Malice","XB","2004","Platform","Evolved Games","0.01","0","0","0","0.01","Bueno"
"Tiger Woods PGA Tour 2005","PC","2004","Sports","Electronic Arts","0","0.01","0","0","0.01","Malo"
"Thunder Alley","GBA","2004","Racing","XS Games","0.01","0","0","0","0.01","Aceptable"
"Duel Masters: Shadow of the Code","GBA","2004","Misc","Atari","0.01","0","0","0","0.01","Malo"
"Ultraman Fighting Evolution 3","PS2","2004","Fighting","Banpresto","0","0","0.01","0","0.01","Bueno"
"Powerdrome","XB","2004","Racing","Evolved Games","0.01","0","0","0","0.01","Excelente"
"Colin McRae Rally 04","PC","2004","Racing","Codemasters","0","0.01","0","0","0.01","Aceptable"
"Wade Hixton's Counter Punch","GBA","2004","Sports","Destination Software, Inc","0.01","0","0","0","0.01","Bueno"
"Myst IV: Revelation","PC","2004","Adventure","Ubisoft","0.01","0","0","0","0.01","Bueno"
"Serious Sam II","PC","2005","Shooter","Take-Two Interactive","0","0.01","0","0","0.01","Bueno"
"Codename: Panzers Phase Two","PC","2005","Strategy","CDV Software Entertainment","0","0.01","0","0","0.01","Excelente"
"Alfa Romeo Racing Italiano","PS2","2005","Racing","Black Bean Games","0.01","0.01","0","0","0.01","Excelente"
"SeaWorld Adventure Parks: Shamu's Deep Sea Adventure","XB","2005","Adventure","Activision","0.01","0","0","0","0.01","Aceptable"
"World Poker Tour","GBA","2005","Misc","Take-Two Interactive","0.01","0","0","0","0.01","Malo"
"Aeon Flux","XB","2005","Action","THQ","0.01","0","0","0","0.01","Malo"
"Wallace & Gromit: Curse of the Were-Rabbit","XB","2005","Adventure","Konami Digital Entertainment","0.01","0","0","0","0.01","Malo"
"Super Robot Monkey Team: Game Boy Advance Video Volume 1","GBA","2005","Misc","N/A","0.01","0","0","0","0.01","Malo"
"Rainbow Islands: Revolution","PSP","2005","Action","Rising Star Games","0.01","0","0","0","0.01","Excelente"
"Whac-A-Mole","GBA","2005","Puzzle","Zoo Digital Publishing","0.01","0","0","0","0.01","Malo"
"World Snooker Challenge 2005","PSP","2005","Sports","Sega","0","0.01","0","0","0.01","Malo"
"Shin Sangoku Musou 4 Special","X360","2005","Action","Tecmo Koei","0","0","0.01","0","0.01","Bueno"
"Colin McRae Rally 2005 plus","PSP","2005","Racing","Codemasters","0","0","0.01","0","0.01","Aceptable"
"Snood 2: On Vacation","GBA","2005","Puzzle","Zoo Digital Publishing","0.01","0","0","0","0.01","Malo"
"Chameleon: To Dye For!","DS","2006","Puzzle","505 Games","0.01","0","0","0","0.01","Bueno"
"Bomberman (jp sales)","PSP","2006","Puzzle","Konami Digital Entertainment","0","0","0.01","0","0.01","Malo"
"Black Cat","PS2","2006","Action","Capcom","0","0","0.01","0","0.01","Aceptable"
"Call of Juarez","PC","2006","Shooter","Ubisoft","0","0.01","0","0","0.01","Excelente"
"Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales)","X360","2006","Shooter","Ubisoft","0","0","0.01","0","0.01","Bueno"
"Nobunaga no Yabou DS","DS","2006","Strategy","Tecmo Koei","0","0","0.01","0","0.01","Aceptable"
"Rengoku II: The Stairway to H.E.A.V.E.N. (jp sales)","PSP","2006","Action","Konami Digital Entertainment","0","0","0.01","0","0.01","Malo"
"WinBack 2: Project Poseidon","PS2","2006","Shooter","Tecmo Koei","0.01","0.01","0","0","0.01","Aceptable"
"Kaitou Rousseau","DS","2006","Action","Namco Bandai Games","0","0","0.01","0","0.01","Excelente"
"GunParade Orchestra: Ao no Shou","PS2","2006","Adventure","Sony Computer Entertainment","0","0","0.01","0","0.01","Aceptable"
"Wizardry XTH: Unlimited Students","PS2","2006","Role-Playing","Michaelsoft","0","0","0.01","0","0.01","Malo"
"Rayman Raving Rabbids","PC","2006","Misc","Ubisoft","0","0.01","0","0","0.01","Malo"
"SoulLink Extension","PS2","2006","Adventure","Interchannel","0","0","0.01","0","0.01","Malo"
"Super Robot Taisen XO","X360","2006","Strategy","Banpresto","0","0","0.01","0","0.01","Malo"
